Name,Overall,Potential,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
I. Perišić,85,85,37000000,110000,0,5.0,4.0,8,3,12,44.0,186,80,83.0,79.0,80.0,81.0,81.0,84.0,73.0,75.0,77.0,85.0,84.0,88.0,78.0,81.0,74.0,84.0,84.0,89.0,78.0,79.0,65.0,69.0,85.0,79.0,76.0,80.0,64.0,52.0,54.0
E. Džeko,85,85,30000000,115000,0,5.0,2.0,8,3,26,9.0,195,84,63.0,89.0,84.0,77.0,77.0,76.0,65.0,54.0,72.0,84.0,65.0,66.0,57.0,83.0,36.0,86.0,66.0,76.0,80.0,79.0,51.0,50.0,89.0,74.0,67.0,83.0,58.0,28.0,16.0
S. Khedira,85,85,33000000,160000,0,4.0,2.0,0,6,19,6.0,189,90,72.0,72.0,76.0,85.0,78.0,81.0,68.0,68.0,82.0,84.0,54.0,60.0,55.0,87.0,54.0,82.0,68.0,78.0,87.0,78.0,82.0,86.0,79.0,82.0,69.0,84.0,80.0,83.0,76.0
Diego Costa,85,85,38000000,100000,0,4.0,2.0,2,6,13,19.0,189,86,65.0,87.0,82.0,65.0,81.0,77.0,62.0,59.0,52.0,83.0,74.0,76.0,58.0,85.0,53.0,83.0,64.0,76.0,92.0,74.0,93.0,40.0,87.0,74.0,75.0,83.0,58.0,39.0,34.0
R. Nainggolan,85,85,35000000,105000,0,3.0,3.0,0,9,0,14.0,180,77,73.0,75.0,59.0,84.0,75.0,80.0,73.0,68.0,81.0,85.0,78.0,73.0,76.0,87.0,82.0,84.0,76.0,93.0,77.0,86.0,88.0,86.0,86.0,76.0,63.0,84.0,83.0,86.0,90.0
Naldo,85,85,9000000,38000,0,4.0,2.0,8,3,1,29.0,201,91,45.0,57.0,94.0,76.0,60.0,60.0,52.0,76.0,70.0,68.0,60.0,65.0,46.0,85.0,36.0,92.0,45.0,61.0,83.0,82.0,72.0,83.0,53.0,59.0,60.0,84.0,86.0,88.0,85.0
B. Matuidi,85,85,26000000,145000,1,2.0,2.0,0,3,12,14.0,155,75,75.0,64.0,68.0,83.0,72.0,78.0,65.0,52.0,77.0,79.0,79.0,77.0,83.0,84.0,79.0,78.0,84.0,94.0,76.0,70.0,86.0,86.0,72.0,76.0,56.0,82.0,85.0,84.0,86.0
Miranda,85,85,15000000,96000,0,3.0,2.0,6,3,1,23.0,186,78,48.0,43.0,80.0,70.0,51.0,67.0,32.0,39.0,69.0,73.0,66.0,69.0,61.0,81.0,57.0,70.0,82.0,65.0,79.0,41.0,83.0,85.0,43.0,58.0,49.0,81.0,90.0,90.0,85.0
K. Benzema,85,85,37000000,240000,0,4.0,4.0,7,6,26,9.0,186,81,75.0,81.0,80.0,83.0,82.0,83.0,79.0,73.0,62.0,86.0,76.0,76.0,76.0,83.0,66.0,81.0,73.0,75.0,80.0,75.0,65.0,22.0,86.0,85.0,82.0,79.0,47.0,15.0,12.0
Filipe Luís,85,85,21000000,81000,1,3.0,3.0,2,3,7,3.0,183,74,86.0,59.0,72.0,80.0,56.0,77.0,74.0,75.0,77.0,83.0,76.0,75.0,75.0,85.0,62.0,71.0,71.0,89.0,74.0,60.0,81.0,84.0,71.0,70.0,65.0,88.0,78.0,84.0,86.0
V. Kompany,85,85,22000000,170000,0,3.0,2.0,6,6,1,4.0,192,85,61.0,45.0,84.0,73.0,46.0,63.0,61.0,52.0,66.0,70.0,52.0,59.0,57.0,87.0,41.0,75.0,72.0,66.0,87.0,55.0,87.0,82.0,41.0,59.0,63.0,81.0,87.0,85.0,84.0
Pepe,85,85,9000000,57000,0,3.0,2.0,6,3,18,3.0,189,81,46.0,46.0,80.0,70.0,23.0,58.0,44.0,47.0,61.0,62.0,65.0,70.0,63.0,83.0,49.0,63.0,76.0,60.0,86.0,56.0,94.0,85.0,40.0,48.0,57.0,79.0,86.0,85.0,82.0
Z. Ibrahimović,85,85,14000000,15000,0,4.0,5.0,7,6,23,9.0,198,95,73.0,86.0,83.0,79.0,86.0,79.0,82.0,82.0,73.0,84.0,58.0,59.0,75.0,82.0,39.0,90.0,68.0,61.0,86.0,82.0,84.0,20.0,85.0,79.0,89.0,90.0,28.0,37.0,24.0
D. Sánchez,84,88,34000000,105000,0,3.0,2.0,6,6,18,23.0,189,79,36.0,40.0,80.0,77.0,28.0,63.0,30.0,27.0,67.0,73.0,72.0,79.0,60.0,80.0,55.0,66.0,73.0,76.0,83.0,44.0,87.0,82.0,34.0,49.0,44.0,75.0,84.0,85.0,88.0
J. Giménez,84,88,34000000,63000,0,3.0,2.0,6,6,18,24.0,186,80,47.0,37.0,81.0,68.0,30.0,47.0,36.0,44.0,58.0,56.0,69.0,70.0,56.0,76.0,43.0,72.0,92.0,67.0,85.0,48.0,89.0,85.0,24.0,27.0,38.0,73.0,88.0,86.0,87.0
Alex Telles,84,87,32000000,22000,1,2.0,3.0,2,3,7,13.0,155,71,89.0,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,85.0,73.0,83.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,68.0,80.0,80.0,81.0,79.0
A. Laporte,84,88,34000000,135000,1,3.0,2.0,8,6,8,14.0,189,85,58.0,45.0,85.0,76.0,40.0,59.0,61.0,69.0,78.0,73.0,62.0,66.0,45.0,83.0,55.0,68.0,75.0,67.0,82.0,47.0,75.0,85.0,54.0,57.0,44.0,77.0,85.0,86.0,87.0
Bruno Fernandes,84,88,40000000,22000,0,3.0,4.0,2,3,9,8.0,155,69,84.0,73.0,58.0,85.0,84.0,83.0,85.0,81.0,82.0,85.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,89.0,67.0,88.0,65.0,70.0,79.0,86.0,81.0,83.0,63.0,66.0,53.0
N. Süle,84,90,36000000,84000,0,3.0,2.0,8,9,1,15.0,198,97,30.0,20.0,86.0,78.0,31.0,42.0,28.0,30.0,63.0,63.0,52.0,84.0,33.0,79.0,33.0,77.0,38.0,65.0,94.0,62.0,82.0,82.0,26.0,30.0,32.0,72.0,82.0,85.0,83.0
A. Martial,84,90,42000000,165000,0,3.0,4.0,8,6,14,11.0,183,76,76.0,84.0,69.0,77.0,74.0,87.0,84.0,54.0,60.0,86.0,88.0,89.0,85.0,81.0,81.0,84.0,74.0,75.0,75.0,80.0,58.0,42.0,83.0,73.0,81.0,79.0,38.0,39.0,36.0
D. Alli,84,90,42000000,115000,0,3.0,4.0,0,3,9,20.0,189,80,69.0,83.0,77.0,85.0,79.0,83.0,75.0,68.0,80.0,85.0,73.0,76.0,76.0,85.0,62.0,78.0,67.0,90.0,71.0,80.0,84.0,74.0,86.0,85.0,74.0,86.0,70.0,70.0,63.0
Fabinho,84,88,34000000,120000,0,2.0,3.0,8,3,2,3.0,189,78,79.0,66.0,75.0,83.0,47.0,76.0,71.0,53.0,78.0,82.0,69.0,72.0,69.0,83.0,67.0,78.0,75.0,92.0,79.0,65.0,85.0,84.0,70.0,75.0,91.0,84.0,83.0,86.0,84.0
Marquinhos,84,89,35000000,90000,0,3.0,2.0,8,3,10,5.0,183,75,72.0,33.0,80.0,81.0,31.0,59.0,49.0,32.0,78.0,76.0,73.0,76.0,69.0,81.0,68.0,53.0,86.0,75.0,74.0,35.0,80.0,84.0,46.0,51.0,31.0,79.0,85.0,87.0,87.0
William Carvalho,84,86,31000000,38000,0,4.0,3.0,8,6,2,14.0,189,83,68.0,52.0,73.0,84.0,50.0,80.0,79.0,50.0,86.0,79.0,49.0,53.0,51.0,75.0,51.0,59.0,69.0,84.0,90.0,55.0,75.0,84.0,64.0,83.0,60.0,89.0,84.0,85.0,68.0
Jorginho,84,87,38000000,155000,0,3.0,3.0,8,3,4,8.0,155,67,75.0,57.0,56.0,89.0,71.0,82.0,75.0,76.0,87.0,85.0,75.0,69.0,80.0,83.0,73.0,71.0,58.0,79.0,66.0,62.0,79.0,78.0,72.0,87.0,84.0,79.0,63.0,78.0,70.0
F. Thauvin,84,87,39000000,72000,1,3.0,4.0,2,6,22,20.0,155,70,83.0,81.0,75.0,83.0,74.0,85.0,86.0,72.0,76.0,86.0,87.0,80.0,86.0,83.0,71.0,83.0,76.0,83.0,66.0,82.0,56.0,42.0,83.0,80.0,74.0,82.0,46.0,29.0,31.0
Carvajal,84,87,31000000,185000,0,3.0,3.0,0,9,17,2.0,177,73,83.0,41.0,70.0,81.0,34.0,76.0,72.0,47.0,71.0,83.0,79.0,84.0,81.0,82.0,79.0,64.0,76.0,84.0,74.0,36.0,81.0,83.0,61.0,57.0,45.0,77.0,83.0,83.0,85.0
M. Depay,84,89,42000000,93000,0,3.0,5.0,1,9,26,10.0,180,78,79.0,79.0,65.0,80.0,74.0,85.0,85.0,88.0,74.0,85.0,87.0,87.0,82.0,79.0,79.0,87.0,74.0,79.0,80.0,81.0,76.0,28.0,83.0,82.0,75.0,79.0,29.0,31.0,20.0
H. Son,84,85,37000000,125000,0,5.0,4.0,0,3,12,7.0,183,65,78.0,85.0,65.0,79.0,79.0,88.0,81.0,70.0,64.0,85.0,88.0,87.0,82.0,84.0,76.0,86.0,63.0,85.0,63.0,88.0,60.0,39.0,85.0,80.0,71.0,82.0,48.0,34.0,33.0
S. de Vrij,84,86,31000000,88000,0,4.0,2.0,6,6,1,14.0,189,78,49.0,25.0,80.0,71.0,27.0,63.0,45.0,16.0,71.0,71.0,67.0,69.0,61.0,80.0,59.0,65.0,76.0,66.0,80.0,60.0,78.0,87.0,32.0,59.0,41.0,82.0,88.0,87.0,83.0
J. Cuadrado,84,84,29000000,150000,0,3.0,5.0,2,3,16,11.0,155,72,80.0,67.0,58.0,80.0,70.0,90.0,78.0,69.0,69.0,85.0,89.0,93.0,91.0,80.0,82.0,84.0,75.0,78.0,61.0,80.0,78.0,62.0,78.0,76.0,65.0,80.0,63.0,70.0,74.0
Iago Aspas,84,84,30000000,45000,1,3.0,3.0,0,3,26,17.0,180,67,80.0,88.0,78.0,79.0,83.0,86.0,80.0,76.0,64.0,85.0,85.0,78.0,87.0,85.0,74.0,79.0,68.0,75.0,60.0,82.0,63.0,39.0,86.0,75.0,82.0,85.0,39.0,21.0,18.0
N. Matić,84,84,24000000,165000,1,3.0,3.0,6,3,2,31.0,195,85,71.0,64.0,74.0,84.0,73.0,80.0,72.0,67.0,83.0,79.0,52.0,59.0,44.0,83.0,50.0,83.0,67.0,84.0,85.0,75.0,80.0,86.0,69.0,73.0,64.0,84.0,83.0,84.0,75.0
Illarramendi,84,84,31000000,51000,0,3.0,4.0,6,6,20,4.0,155,75,68.0,72.0,51.0,86.0,58.0,78.0,76.0,68.0,82.0,83.0,66.0,57.0,71.0,84.0,75.0,69.0,63.0,77.0,68.0,76.0,76.0,87.0,79.0,86.0,50.0,79.0,69.0,83.0,80.0
K. Walker,84,84,24000000,165000,0,2.0,2.0,0,6,17,2.0,183,70,81.0,51.0,74.0,78.0,57.0,79.0,76.0,71.0,67.0,78.0,86.0,93.0,67.0,83.0,72.0,86.0,83.0,89.0,75.0,69.0,78.0,81.0,67.0,69.0,63.0,75.0,78.0,84.0,83.0
I. Gündoğan,84,84,32000000,175000,0,4.0,4.0,2,6,4,21.0,155,80,74.0,73.0,50.0,88.0,75.0,85.0,81.0,74.0,83.0,86.0,67.0,68.0,78.0,85.0,78.0,77.0,61.0,69.0,72.0,73.0,70.0,77.0,79.0,86.0,76.0,87.0,73.0,68.0,64.0
José Callejón,84,84,27000000,105000,0,3.0,3.0,0,3,22,7.0,155,73,82.0,78.0,65.0,80.0,84.0,82.0,73.0,65.0,51.0,85.0,88.0,89.0,85.0,82.0,80.0,78.0,73.0,91.0,55.0,80.0,54.0,40.0,88.0,78.0,62.0,79.0,64.0,32.0,32.0
A. Di María,84,84,29000000,125000,1,2.0,5.0,2,3,22,11.0,155,69,83.0,72.0,51.0,82.0,77.0,86.0,84.0,82.0,79.0,85.0,85.0,84.0,92.0,80.0,77.0,83.0,72.0,73.0,60.0,77.0,73.0,38.0,82.0,82.0,73.0,82.0,35.0,59.0,56.0
M. Mandžukić,84,84,25000000,160000,0,3.0,3.0,0,3,26,17.0,192,85,72.0,84.0,90.0,75.0,86.0,76.0,64.0,49.0,67.0,77.0,67.0,73.0,67.0,86.0,53.0,80.0,85.0,83.0,85.0,60.0,88.0,66.0,90.0,74.0,76.0,80.0,59.0,64.0,64.0
Willian,84,84,30000000,175000,0,4.0,4.0,0,3,24,22.0,180,78,76.0,77.0,31.0,80.0,59.0,88.0,82.0,83.0,77.0,84.0,91.0,86.0,89.0,82.0,79.0,79.0,41.0,85.0,60.0,81.0,44.0,55.0,80.0,83.0,70.0,79.0,43.0,57.0,51.0
E. Banega,84,84,29000000,31000,0,4.0,4.0,8,6,2,10.0,180,71,80.0,66.0,49.0,88.0,65.0,84.0,83.0,81.0,87.0,86.0,68.0,64.0,79.0,77.0,83.0,74.0,57.0,74.0,67.0,78.0,73.0,76.0,75.0,88.0,78.0,80.0,75.0,69.0,64.0
A. Witsel,84,84,24000000,77000,0,4.0,4.0,8,3,9,6.0,189,81,69.0,71.0,80.0,89.0,77.0,78.0,69.0,68.0,79.0,84.0,67.0,74.0,78.0,84.0,60.0,78.0,76.0,86.0,82.0,74.0,82.0,80.0,75.0,79.0,81.0,89.0,80.0,79.0,85.0
D. Payet,84,84,27000000,75000,0,4.0,4.0,1,6,0,18.0,180,77,87.0,78.0,59.0,84.0,77.0,86.0,90.0,84.0,80.0,90.0,75.0,72.0,79.0,75.0,80.0,80.0,48.0,73.0,72.0,82.0,57.0,37.0,79.0,87.0,74.0,82.0,32.0,36.0,39.0
Jonas,84,84,16000000,25000,0,5.0,3.0,2,3,26,10.0,155,74,70.0,88.0,84.0,76.0,85.0,84.0,85.0,77.0,75.0,88.0,65.0,64.0,77.0,85.0,69.0,84.0,69.0,66.0,63.0,85.0,61.0,34.0,87.0,83.0,84.0,87.0,31.0,36.0,25.0
Sokratis,84,84,23000000,140000,0,2.0,2.0,6,6,18,19.0,186,85,47.0,44.0,85.0,60.0,46.0,58.0,29.0,35.0,51.0,58.0,64.0,73.0,60.0,81.0,64.0,77.0,86.0,69.0,86.0,48.0,88.0,77.0,49.0,45.0,24.0,82.0,85.0,87.0,85.0
Falcao,84,84,25000000,115000,0,4.0,3.0,2,6,23,9.0,155,72,55.0,86.0,89.0,79.0,84.0,75.0,83.0,73.0,58.0,82.0,69.0,66.0,76.0,85.0,75.0,79.0,91.0,68.0,75.0,80.0,75.0,41.0,88.0,70.0,81.0,87.0,39.0,42.0,19.0
Raúl Albiol,84,84,18000000,88000,0,3.0,2.0,3,3,18,33.0,192,82,38.0,27.0,77.0,74.0,31.0,59.0,53.0,45.0,72.0,71.0,54.0,53.0,53.0,82.0,56.0,65.0,77.0,55.0,82.0,53.0,81.0,86.0,30.0,57.0,37.0,75.0,89.0,87.0,85.0
A. Gómez,84,84,30000000,53000,0,4.0,4.0,2,6,13,10.0,168,68,82.0,76.0,38.0,82.0,72.0,89.0,79.0,79.0,74.0,87.0,94.0,86.0,92.0,83.0,94.0,76.0,70.0,75.0,48.0,79.0,56.0,40.0,81.0,85.0,72.0,84.0,50.0,30.0,34.0
A. Barzagli,84,84,4200000,95000,0,3.0,2.0,3,6,1,15.0,189,87,40.0,21.0,72.0,65.0,35.0,64.0,50.0,31.0,65.0,65.0,61.0,77.0,52.0,80.0,64.0,54.0,81.0,53.0,83.0,39.0,66.0,90.0,28.0,62.0,60.0,88.0,94.0,90.0,82.0
Quaresma,84,84,15000000,80000,0,4.0,5.0,1,6,22,7.0,180,67,92.0,67.0,41.0,79.0,80.0,89.0,94.0,73.0,75.0,88.0,84.0,82.0,91.0,78.0,84.0,79.0,63.0,65.0,55.0,80.0,74.0,24.0,78.0,84.0,74.0,80.0,29.0,17.0,13.0
A. Robben,84,84,15000000,110000,1,2.0,4.0,1,6,22,10.0,155,80,80.0,85.0,51.0,82.0,86.0,89.0,90.0,81.0,71.0,88.0,83.0,76.0,87.0,85.0,90.0,86.0,60.0,64.0,67.0,86.0,47.0,37.0,84.0,80.0,78.0,85.0,30.0,26.0,26.0
O. Dembélé,83,92,40000000,155000,1,5.0,4.0,1,3,24,11.0,155,67,78.0,78.0,43.0,78.0,76.0,90.0,78.0,64.0,70.0,83.0,93.0,92.0,90.0,82.0,85.0,83.0,59.0,73.0,46.0,70.0,54.0,36.0,79.0,84.0,75.0,75.0,42.0,30.0,33.0
Gabriel Jesus,83,92,41000000,130000,0,3.0,4.0,0,6,26,33.0,180,73,66.0,84.0,74.0,76.0,72.0,86.0,76.0,54.0,66.0,85.0,87.0,85.0,92.0,86.0,91.0,78.0,77.0,84.0,68.0,73.0,73.0,32.0,88.0,77.0,78.0,82.0,53.0,23.0,19.0
Ronaldo Cabrais,83,83,28000000,51000,0,4.0,4.0,2,6,24,7.0,155,75,83.0,74.0,64.0,83.0,76.0,85.0,86.0,78.0,82.0,83.0,88.0,87.0,85.0,84.0,76.0,82.0,64.0,86.0,70.0,78.0,62.0,40.0,82.0,83.0,77.0,81.0,24.0,35.0,33.0
Josué Chiamulera,83,83,22000000,43000,0,3.0,2.0,8,6,8,4.0,186,80,40.0,38.0,83.0,74.0,44.0,56.0,45.0,49.0,61.0,70.0,83.0,78.0,77.0,85.0,68.0,53.0,69.0,76.0,73.0,41.0,88.0,84.0,38.0,42.0,56.0,71.0,85.0,87.0,82.0
Louri Beretta,83,83,28000000,60000,0,3.0,4.0,1,6,26,9.0,189,83,56.0,85.0,83.0,73.0,82.0,75.0,59.0,67.0,47.0,74.0,79.0,83.0,55.0,84.0,55.0,85.0,84.0,56.0,87.0,82.0,65.0,32.0,83.0,58.0,77.0,79.0,26.0,27.0,24.0
P. Kimpembe,83,89,30000000,82000,1,3.0,3.0,0,6,8,3.0,189,80,62.0,31.0,79.0,79.0,33.0,58.0,50.0,32.0,75.0,78.0,75.0,78.0,74.0,79.0,65.0,55.0,77.0,80.0,84.0,39.0,85.0,83.0,39.0,60.0,50.0,80.0,80.0,83.0,83.0
N. Keïta,83,88,34000000,120000,0,4.0,4.0,2,3,4,8.0,177,64,62.0,74.0,42.0,88.0,71.0,88.0,64.0,70.0,78.0,88.0,78.0,60.0,89.0,82.0,90.0,76.0,53.0,82.0,58.0,73.0,78.0,75.0,74.0,81.0,58.0,79.0,68.0,62.0,61.0
C. Tolisso,83,88,34000000,85000,0,3.0,3.0,2,6,4,24.0,155,81,67.0,75.0,82.0,84.0,62.0,77.0,66.0,73.0,86.0,81.0,75.0,66.0,75.0,83.0,74.0,82.0,90.0,87.0,77.0,81.0,81.0,76.0,79.0,80.0,70.0,74.0,75.0,78.0,71.0
T. Lemar,83,89,35000000,64000,1,2.0,4.0,2,3,12,8.0,174,62,83.0,75.0,54.0,84.0,78.0,85.0,85.0,81.0,75.0,86.0,86.0,84.0,87.0,80.0,86.0,79.0,71.0,79.0,63.0,76.0,63.0,66.0,77.0,85.0,68.0,80.0,55.0,59.0,63.0
K. Coman,83,87,34000000,85000,0,3.0,5.0,7,3,12,29.0,155,71,81.0,76.0,52.0,77.0,77.0,88.0,84.0,70.0,63.0,83.0,95.0,93.0,87.0,81.0,84.0,77.0,75.0,76.0,61.0,73.0,36.0,23.0,79.0,75.0,70.0,75.0,29.0,17.0,15.0
J. Tah,83,88,29000000,67000,0,4.0,2.0,8,9,1,20.0,198,97,35.0,20.0,80.0,74.0,24.0,55.0,30.0,27.0,69.0,64.0,64.0,77.0,48.0,82.0,44.0,44.0,72.0,63.0,93.0,25.0,76.0,80.0,27.0,61.0,38.0,75.0,80.0,88.0,84.0
Anderson Talisca,83,90,36000000,18000,1,4.0,4.0,2,6,0,24.0,192,80,78.0,80.0,77.0,81.0,76.0,82.0,86.0,87.0,79.0,84.0,77.0,76.0,76.0,79.0,65.0,84.0,58.0,76.0,72.0,88.0,67.0,58.0,86.0,81.0,71.0,74.0,55.0,62.0,42.0
T. Werner,83,87,34000000,70000,0,4.0,3.0,2,6,24,9.0,155,75,69.0,87.0,76.0,77.0,82.0,83.0,62.0,56.0,55.0,84.0,93.0,93.0,81.0,86.0,76.0,74.0,78.0,83.0,59.0,67.0,63.0,37.0,85.0,61.0,72.0,74.0,39.0,20.0,19.0
A. Rabiot,83,87,33000000,91000,1,3.0,3.0,2,3,4,25.0,195,80,70.0,69.0,77.0,85.0,72.0,79.0,73.0,59.0,83.0,83.0,73.0,74.0,79.0,83.0,72.0,80.0,73.0,82.0,80.0,79.0,76.0,80.0,76.0,80.0,69.0,82.0,70.0,81.0,75.0
L. Goretzka,83,88,34000000,85000,0,4.0,3.0,0,3,4,14.0,189,79,75.0,72.0,75.0,84.0,68.0,81.0,76.0,75.0,79.0,83.0,84.0,79.0,76.0,83.0,70.0,77.0,67.0,86.0,70.0,78.0,80.0,83.0,77.0,82.0,60.0,80.0,70.0,79.0,78.0
Q. Promes,83,84,30000000,28000,0,4.0,5.0,1,3,22,9.0,180,72,79.0,86.0,60.0,78.0,69.0,84.0,75.0,76.0,73.0,82.0,90.0,91.0,87.0,82.0,79.0,82.0,82.0,83.0,61.0,83.0,60.0,33.0,79.0,81.0,74.0,78.0,36.0,30.0,32.0
H. Ziyech,83,86,32000000,28000,1,2.0,4.0,0,3,16,22.0,155,65,84.0,68.0,53.0,86.0,77.0,83.0,90.0,78.0,89.0,83.0,76.0,74.0,85.0,82.0,78.0,80.0,38.0,86.0,59.0,75.0,71.0,62.0,75.0,88.0,73.0,83.0,52.0,66.0,36.0
Lucas Vázquez,83,83,27000000,205000,0,4.0,4.0,0,6,24,17.0,177,70,86.0,73.0,52.0,83.0,54.0,82.0,82.0,75.0,75.0,83.0,84.0,79.0,79.0,85.0,84.0,82.0,68.0,90.0,57.0,80.0,65.0,44.0,81.0,83.0,56.0,75.0,42.0,50.0,44.0
Y. Carrasco,83,86,33000000,20000,0,4.0,4.0,2,3,12,10.0,155,73,78.0,79.0,53.0,77.0,68.0,88.0,81.0,78.0,71.0,87.0,89.0,87.0,88.0,83.0,71.0,84.0,68.0,74.0,59.0,75.0,61.0,18.0,81.0,71.0,74.0,75.0,58.0,39.0,26.0
Gerard Moreno,83,85,32000000,53000,1,4.0,4.0,2,3,13,7.0,155,77,61.0,83.0,80.0,78.0,79.0,78.0,71.0,56.0,56.0,81.0,77.0,80.0,70.0,82.0,69.0,81.0,72.0,72.0,74.0,77.0,55.0,40.0,83.0,58.0,73.0,72.0,43.0,41.0,41.0
Felipe,83,83,20000000,22000,0,3.0,2.0,6,6,18,28.0,192,86,45.0,39.0,81.0,74.0,44.0,57.0,32.0,30.0,67.0,62.0,60.0,67.0,52.0,77.0,57.0,46.0,90.0,78.0,86.0,41.0,92.0,81.0,34.0,50.0,47.0,75.0,85.0,85.0,79.0
M. Kovačić,83,89,35000000,165000,0,4.0,4.0,0,6,9,17.0,180,78,73.0,62.0,42.0,87.0,76.0,88.0,78.0,68.0,82.0,89.0,84.0,74.0,81.0,70.0,85.0,79.0,63.0,82.0,65.0,75.0,77.0,78.0,69.0,88.0,59.0,72.0,69.0,75.0,63.0
Manu Trigueros,83,84,30000000,49000,0,4.0,4.0,8,3,19,14.0,155,75,72.0,71.0,74.0,86.0,63.0,80.0,80.0,69.0,83.0,83.0,68.0,65.0,76.0,82.0,72.0,81.0,77.0,77.0,63.0,80.0,71.0,69.0,77.0,84.0,65.0,73.0,70.0,73.0,60.0
S. Gnabry,83,88,34000000,85000,0,4.0,4.0,2,6,26,6.0,180,75,74.0,81.0,46.0,79.0,83.0,87.0,64.0,62.0,68.0,83.0,92.0,90.0,87.0,80.0,88.0,85.0,64.0,68.0,68.0,81.0,63.0,38.0,80.0,74.0,68.0,74.0,45.0,48.0,45.0
S. Savić,83,86,26000000,67000,0,3.0,2.0,6,3,1,15.0,189,79,35.0,34.0,85.0,72.0,27.0,47.0,34.0,28.0,69.0,68.0,55.0,61.0,61.0,82.0,49.0,43.0,87.0,58.0,77.0,31.0,83.0,84.0,29.0,41.0,37.0,75.0,86.0,83.0,84.0
J. Stones,83,87,28000000,125000,0,4.0,3.0,2,3,18,5.0,189,70,62.0,29.0,83.0,81.0,27.0,69.0,47.0,29.0,74.0,80.0,67.0,71.0,61.0,82.0,59.0,46.0,75.0,79.0,77.0,38.0,79.0,81.0,48.0,67.0,44.0,80.0,85.0,85.0,82.0
Suso,83,86,33000000,115000,1,3.0,4.0,2,3,24,11.0,180,70,84.0,70.0,50.0,86.0,72.0,88.0,87.0,80.0,75.0,89.0,83.0,77.0,86.0,78.0,84.0,78.0,50.0,77.0,56.0,87.0,23.0,20.0,76.0,84.0,72.0,76.0,50.0,23.0,18.0
J. Draxler,83,86,32000000,91000,0,5.0,4.0,8,3,4,7.0,189,77,83.0,78.0,65.0,84.0,84.0,88.0,78.0,76.0,79.0,89.0,78.0,77.0,80.0,83.0,75.0,86.0,75.0,69.0,66.0,82.0,48.0,66.0,79.0,84.0,63.0,83.0,39.0,64.0,44.0
Felipe Anderson,83,85,31000000,110000,0,4.0,4.0,2,6,12,8.0,180,70,79.0,71.0,44.0,80.0,68.0,90.0,71.0,69.0,74.0,88.0,93.0,89.0,89.0,74.0,88.0,83.0,38.0,72.0,53.0,84.0,67.0,69.0,73.0,79.0,53.0,82.0,47.0,60.0,54.0
Lucas Moura,83,84,31000000,115000,0,3.0,4.0,2,6,22,27.0,180,70,75.0,78.0,50.0,77.0,70.0,88.0,69.0,74.0,74.0,81.0,94.0,90.0,94.0,76.0,90.0,79.0,77.0,75.0,59.0,76.0,72.0,50.0,80.0,74.0,74.0,80.0,31.0,43.0,51.0
Danilo Pereira,83,86,27000000,21000,0,3.0,3.0,6,6,2,22.0,189,83,50.0,61.0,78.0,82.0,55.0,76.0,48.0,53.0,79.0,78.0,63.0,68.0,58.0,76.0,60.0,76.0,67.0,83.0,89.0,65.0,85.0,84.0,69.0,73.0,52.0,84.0,83.0,84.0,75.0
Nacho Fernández,83,85,24000000,180000,0,4.0,2.0,6,6,1,12.0,155,76,70.0,32.0,82.0,80.0,38.0,55.0,55.0,37.0,61.0,78.0,70.0,79.0,60.0,79.0,68.0,54.0,81.0,78.0,79.0,28.0,78.0,81.0,37.0,53.0,45.0,73.0,75.0,86.0,85.0
Allan,83,83,26000000,87000,0,3.0,4.0,6,6,19,5.0,180,74,70.0,72.0,59.0,85.0,56.0,82.0,65.0,49.0,77.0,80.0,81.0,74.0,82.0,86.0,80.0,70.0,70.0,95.0,77.0,66.0,87.0,86.0,79.0,79.0,53.0,79.0,85.0,85.0,83.0
F. Acerbi,83,83,19000000,64000,1,3.0,3.0,8,6,1,13.0,195,88,25.0,37.0,80.0,73.0,39.0,65.0,62.0,56.0,77.0,72.0,65.0,55.0,33.0,81.0,35.0,75.0,68.0,81.0,83.0,60.0,73.0,85.0,20.0,65.0,72.0,85.0,87.0,87.0,85.0
Sergi Roberto,83,86,26000000,170000,0,3.0,4.0,0,6,17,20.0,155,68,85.0,63.0,72.0,86.0,50.0,78.0,74.0,60.0,78.0,83.0,78.0,79.0,69.0,80.0,74.0,65.0,47.0,85.0,69.0,66.0,68.0,81.0,69.0,83.0,57.0,76.0,75.0,83.0,83.0
Rodrigo,83,84,30000000,57000,1,3.0,4.0,2,3,26,9.0,183,77,72.0,78.0,80.0,78.0,77.0,82.0,83.0,67.0,58.0,82.0,88.0,91.0,84.0,80.0,77.0,83.0,78.0,78.0,72.0,76.0,60.0,31.0,83.0,74.0,77.0,77.0,44.0,41.0,40.0
